atlantis_pred_group,predator_stage,predator_taxa,year,atlantis_prey_group,taxa_prey,prey,predator_size,proportion,latitude,longitude,author,publication_yr,size_units,sample_source,variable,location
CI,juvenile,chinook,2008,HE,herring,herring,1469.1333333333334,0,47.94641667,-122.5714167,Ricker,2008,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2008,HE,herring.remains,herring.remains,1469.1333333333334,0.0017667844522968198,47.94641667,-122.5714167,Ricker,2008,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2008,HE,herring,herring,3258,0,47.95021667,-122.50125,Ricker,2008,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2008,HE,herring.remains,herring.remains,3258,0,47.95021667,-122.50125,Ricker,2008,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2008,HE,herring,herring,3288.6666666666665,0,47.95988333,-122.6002833,Ricker,2008,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2008,HE,herring.remains,herring.remains,3288.6666666666665,0,47.95988333,-122.6002833,Ricker,2008,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2008,HE,herring,herring,3329.5,0,47.98716667,-122.62595,Ricker,2008,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2008,HE,herring.remains,herring.remains,3329.5,0,47.98716667,-122.62595,Ricker,2008,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2008,HE,herring,herring,1481.5,0,48.01088333,-122.6404667,Ricker,2008,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2008,HE,herring.remains,herring.remains,1481.5,0,48.01088333,-122.6404667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,1170.857142857143,0,47.32378333,-122.5111833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,1170.857142857143,0,47.32378333,-122.5111833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,3077.764705882353,0,47.35973333,-122.35085,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,3077.764705882353,0,47.35973333,-122.35085,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,3098.2,0,47.36815,-122.4133,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,3098.2,0,47.36815,-122.4133,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,1147.6363636363637,0,47.3739,-122.3468667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,1147.6363636363637,0,47.3739,-122.3468667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,3140,0,47.38333333,-122.5333333,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,3140,0,47.38333333,-122.5333333,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,986.6875,0,47.38763333,-123.1350833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,986.6875,0,47.38763333,-123.1350833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,1131.7857142857142,0,47.42723333,-122.3682167,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,1131.7857142857142,0,47.42723333,-122.3682167,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,3058.0714285714284,0,47.43568333,-122.3742667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,3058.0714285714284,0,47.43568333,-122.3742667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,NA,0,47.43656667,-122.5210333,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,NA,0,47.43656667,-122.5210333,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,3159.3333333333335,0,47.43781667,-122.5248667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,3159.3333333333335,0.0017667844522968198,47.43781667,-122.5248667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,1115.4545454545455,0,47.47521667,-122.3898833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,1115.4545454545455,0,47.47521667,-122.3898833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,1338.4642857142858,0,47.48028333,-122.5091333,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,1338.4642857142858,0,47.48028333,-122.5091333,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,3035.8888888888887,0,47.50741667,-122.40325,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,3035.8888888888887,0.0017667844522968198,47.50741667,-122.40325,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,1089.8333333333333,0,47.52203333,-122.4118833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,1089.8333333333333,0.0017667844522968198,47.52203333,-122.4118833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,897.1052631578947,0,47.54773333,-123.0092167,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,897.1052631578947,0,47.54773333,-123.0092167,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,2938.0833333333335,0,47.55278333,-123.0046667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,2938.0833333333335,0,47.55278333,-123.0046667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,3010.9375,0,47.5634,-122.42485,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,3010.9375,0,47.5634,-122.42485,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,2953.5625,0,47.58586667,-122.979,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,2953.5625,0,47.58586667,-122.979,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,2913.3571428571427,0,47.62865,-122.92115,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,2913.3571428571427,0,47.62865,-122.92115,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,2898.125,0,47.65976667,-122.8580833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,2898.125,0,47.65976667,-122.8580833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,1367.6363636363637,0,47.66896667,-122.4473833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,1367.6363636363637,0,47.66896667,-122.4473833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,849.9333333333333,0,47.68333333,-122.7792167,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,849.9333333333333,0,47.68333333,-122.7792167,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,2864.7272727272725,0,47.68633333,-122.76665,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,2864.7272727272725,0,47.68633333,-122.76665,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,3179.769230769231,0,47.69715,-122.4355,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,3179.769230769231,0,47.69715,-122.4355,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,1390.8,0,47.70335,-122.4325667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,1390.8,0,47.70335,-122.4325667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,1419.875,0,47.74726667,-122.4208667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,1419.875,0,47.74726667,-122.4208667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,803.625,0,47.84433333,-122.6421667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,803.625,0,47.84433333,-122.6421667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,2989.9333333333334,0.0017667844522968198,47.8467,-122.6386833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,2989.9333333333334,0,47.8467,-122.6386833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,2807.0588235294117,0,47.84716667,-122.6393333,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,2807.0588235294117,0,47.84716667,-122.6393333,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,1447.111111111111,0,47.8879,-122.4581167,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,1447.111111111111,0.0017667844522968198,47.8879,-122.4581167,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,3234.4210526315787,0,47.89466667,-122.4647167,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,3234.4210526315787,0,47.89466667,-122.4647167,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,1470,0,47.94641667,-122.5714167,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,1470,0,47.94641667,-122.5714167,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,3253.75,0,47.95021667,-122.50125,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,3253.75,0,47.95021667,-122.50125,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,3288.9285714285716,0,47.95988333,-122.6002833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,3288.9285714285716,0.0035335689045936395,47.95988333,-122.6002833,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,3321.764705882353,0,47.98716667,-122.62595,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,3321.764705882353,0.0017667844522968198,47.98716667,-122.62595,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring,herring,1484,0,48.01088333,-122.6404667,Ricker,2008,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2008,HE,herring.remains,herring.remains,1484,0,48.01088333,-122.6404667,Ricker,2008,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,3704,0,47.33451667,-122.4081667,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,3704,0,47.33451667,-122.4081667,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1512,0,47.3455,-122.5451,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1512,0,47.3455,-122.5451,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,3718.25,0,47.34741667,-122.54105,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,3718.25,0.005037783375314861,47.34741667,-122.54105,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1494,0,47.34975,-122.3794167,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1494,0.0025188916876574307,47.34975,-122.3794167,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,3705.5,0,47.36055,-122.3700833,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,3705.5,0,47.36055,-122.3700833,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1493,0,47.36985,-122.3487,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1493,0,47.36985,-122.3487,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,3697,0,47.37825,-122.3449,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,3697,0,47.37825,-122.3449,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,3728,0,47.40328333,-122.5391167,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,3728,0,47.40328333,-122.5391167,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1696,0,47.428,-122.5237333,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1696,0,47.428,-122.5237333,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1457.6,0,47.43325,-122.3737,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1457.6,0.007556675062972292,47.43325,-122.3737,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,3693,0,47.43543333,-122.3780333,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,3693,0,47.43543333,-122.3780333,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,3740.8,0,47.45035,-122.5166833,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,3740.8,0,47.45035,-122.5166833,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,3769,0,47.46621667,-122.5155,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,3769,0.0025188916876574307,47.46621667,-122.5155,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,NA,0,47.49185,-122.3969667,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,NA,0.005037783375314861,47.49185,-122.3969667,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,3760.25,0,47.49236667,-122.5003333,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,3760.25,0.005037783375314861,47.49236667,-122.5003333,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1717.4,0,47.49535,-122.4994333,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1717.4,0,47.49535,-122.4994333,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1425.5,0,47.55425,-122.4145667,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1425.5,0,47.55425,-122.4145667,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,3652,0,47.56091667,-122.42575,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,3652,0,47.56091667,-122.42575,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1941,0,47.68143333,-122.7779667,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1941,0,47.68143333,-122.7779667,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1753,0,47.7008,-122.4313167,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1753,0,47.7008,-122.4313167,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,3789,0,47.72806667,-122.4200833,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,3789,0,47.72806667,-122.4200833,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1769.5,0,47.75121667,-122.4034667,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1769.5,0,47.75121667,-122.4034667,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,3815,0,47.78011667,-122.4621167,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,3815,0,47.78011667,-122.4621167,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,3826.5,0,47.8246,-122.472,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,3826.5,0,47.8246,-122.472,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1786,0,47.83295,-122.43295,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1786,0,47.83295,-122.43295,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1903,0,47.84825,-122.6482833,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1903,0,47.84825,-122.6482833,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1827,0,47.85235,-122.4918167,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1827,0,47.85235,-122.4918167,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1852.5,0,47.90811667,-122.4578,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1852.5,0,47.90811667,-122.4578,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,NA,0,47.92685,-122.4721333,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,NA,0.005037783375314861,47.92685,-122.4721333,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,3889,0,47.9694,-122.6155667,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,3889,0,47.9694,-122.6155667,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1883,0,47.97605,-122.6271333,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1883,0,47.97605,-122.6271333,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring,herring,1894,0,48.07528333,-122.6260667,Ricker,2009,mm,stomachs,per_volume,NA
CI,juvenile,chinook,2009,HE,herring.remains,herring.remains,1894,0,48.07528333,-122.6260667,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,3703,0,47.33451667,-122.4081667,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,3703,0,47.33451667,-122.4081667,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,1506.0833333333333,0,47.3455,-122.5451,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,1506.0833333333333,0,47.3455,-122.5451,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,3716.125,0,47.34741667,-122.54105,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,3716.125,0,47.34741667,-122.54105,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,3708,0,47.36055,-122.3700833,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,3708,0,47.36055,-122.3700833,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,1483.7142857142858,0,47.36985,-122.3487,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,1483.7142857142858,0,47.36985,-122.3487,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,3700.5,0,47.37825,-122.3449,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,3700.5,0,47.37825,-122.3449,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,1684,0,47.38896667,-122.5332833,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,1684,0,47.38896667,-122.5332833,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,3730.6666666666665,0,47.40328333,-122.5391167,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,3730.6666666666665,0,47.40328333,-122.5391167,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,1698,0,47.428,-122.5237333,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,1698,0.0025188916876574307,47.428,-122.5237333,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,3777.2,0,47.4317,-122.5246167,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,3777.2,0.0025188916876574307,47.4317,-122.5246167,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,1464.8235294117646,0,47.43325,-122.3737,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,1464.8235294117646,0.010075566750629723,47.43325,-122.3737,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,3689.1,0,47.43543333,-122.3780333,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,3689.1,0,47.43543333,-122.3780333,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,3747.6363636363635,0,47.45035,-122.5166833,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,3747.6363636363635,0,47.45035,-122.5166833,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,3768.75,0,47.46621667,-122.5155,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,3768.75,0.007556675062972292,47.46621667,-122.5155,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,1445,0,47.49185,-122.3969667,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,1445,0.0025188916876574307,47.49185,-122.3969667,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,3762,0,47.49236667,-122.5003333,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,3762,0,47.49236667,-122.5003333,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,1706,0,47.49513333,-122.4967,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,1706,0,47.49513333,-122.4967,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,1719.090909090909,0,47.49535,-122.4994333,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,1719.090909090909,0,47.49535,-122.4994333,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,3675.6923076923076,0,47.49796667,-122.4002167,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,3675.6923076923076,0,47.49796667,-122.4002167,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,1430.8461538461538,0,47.55425,-122.4145667,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,1430.8461538461538,0.0025188916876574307,47.55425,-122.4145667,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,3660,0,47.56091667,-122.42575,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,3660,0,47.56091667,-122.42575,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,1966.5,0,47.66743333,-122.8826,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,1966.5,0,47.66743333,-122.8826,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring,herring,1939.5882352941176,0,47.68143333,-122.7779667,Ricker,2009,mm,stomachs,per_volume,NA
CIH,juvenile,chinook,2009,HE,herring.remains,herring.remains,1939.5882352941176,0,47.68143333,-122.7779667,Ricker,2009,mm,stomachs,per_volume,NA
